Normalized_signaling_variable	P_X_input	P_ZG_graded_output	P_ZB_switch_like_output
4.5206301575e+00	1.6174974381e-02	6.7709077643e-02	1.2614181382e+00
4.5221305326e+00	1.6071927485e-02	6.7449132342e-02	1.2596210993e+00
4.5236309077e+00	1.5969409868e-02	6.7189879883e-02	1.2577144028e+00
4.5251312828e+00	1.5867617053e-02	6.6931492084e-02	1.2556712563e+00
4.5266316579e+00	1.5766411132e-02	6.6673967083e-02	1.2534925603e+00
4.5281320330e+00	1.5665725744e-02	6.6417131199e-02	1.2512060070e+00
4.5296324081e+00	1.5565559152e-02	6.6160983683e-02	1.2488119987e+00
4.5311327832e+00	1.5466103239e-02	6.5905695222e-02	1.2462844514e+00
4.5326331583e+00	1.5367222304e-02	6.5651263933e-02	1.2436244738e+00
4.5341335334e+00	1.5268851549e-02	6.5397517249e-02	1.2408592573e+00
4.5356339085e+00	1.5170989266e-02	6.5144454413e-02	1.2379892857e+00
4.5371342836e+00	1.5073823749e-02	6.4892244967e-02	1.2349893020e+00
4.5386346587e+00	1.4977221479e-02	6.4640887011e-02	1.2318606139e+00
4.5401350338e+00	1.4881119199e-02	6.4390209101e-02	1.2286297853e+00
4.5416354089e+00	1.4785515223e-02	6.4140210474e-02	1.2252973778e+00
4.5431357839e+00	1.4690594307e-02	6.3891059516e-02	1.2218390727e+00
4.5446361590e+00	1.4596225099e-02	6.3642754308e-02	1.2182563668e+00
4.5461365341e+00	1.4502345843e-02	6.3395124545e-02	1.2145750746e+00
4.5476369092e+00	1.4408954883e-02	6.3148169456e-02	1.2107958308e+00
4.5491372843e+00	1.4316233485e-02	6.2902056261e-02	1.2068953598e+00
4.5506376594e+00	1.4224052438e-02	6.2656783024e-02	1.2028753357e+00
4.5521380345e+00	1.4132351466e-02	6.2412180589e-02	1.1987607073e+00
4.5536384096e+00	1.4041128936e-02	6.2168248176e-02	1.1945521778e+00
4.5551387847e+00	1.3950562676e-02	6.1925151831e-02	1.1902276108e+00
4.5566391598e+00	1.3860525594e-02	6.1682889602e-02	1.1857888449e+00
4.5581395349e+00	1.3770958864e-02	6.1441293489e-02	1.1812598542e+00
4.5596399100e+00	1.3681860879e-02	6.1200362709e-02	1.1766414046e+00
4.5611402851e+00	1.3593406075e-02	6.0960262121e-02	1.1719125870e+00
4.5626406602e+00	1.3505469460e-02	6.0720989756e-02	1.1670753901e+00
4.5641410353e+00	1.3417993629e-02	6.0482378786e-02	1.1621527115e+00
4.5656414104e+00	1.3330976998e-02	6.0244428420e-02	1.1571453744e+00
4.5671417854e+00	1.3244590663e-02	6.0007302323e-02	1.1520337749e+00
4.5686421605e+00	1.3158711710e-02	5.9770998511e-02	1.1468200373e+00
4.5701425356e+00	1.3073284124e-02	5.9535351335e-02	1.1415258889e+00
4.5716429107e+00	1.2988306349e-02	5.9300359997e-02	1.1361522041e+00
4.5731432858e+00	1.2903946183e-02	5.9066186961e-02	1.1306807531e+00
4.5746436609e+00	1.2820082773e-02	5.8832830229e-02	1.1251137798e+00
4.5761440360e+00	1.2736661466e-02	5.8600125337e-02	1.1194717567e+00
4.5776444111e+00	1.2653680731e-02	5.8368071484e-02	1.1137556028e+00
4.5791447862e+00	1.2571305121e-02	5.8136829923e-02	1.1079485211e+00
4.5806451613e+00	1.2489415816e-02	5.7906398642e-02	1.1020528585e+00
4.5821455364e+00	1.2407959501e-02	5.7676614374e-02	1.0960877578e+00
4.5836459115e+00	1.2326934671e-02	5.7447476312e-02	1.0900541757e+00
4.5851462866e+00	1.2246502678e-02	5.7219144492e-02	1.0839367965e+00
4.5866466617e+00	1.2166546719e-02	5.6991616887e-02	1.0777380531e+00
4.5881470368e+00	1.2087014785e-02	5.6764731437e-02	1.0714756931e+00
4.5896474119e+00	1.2007905396e-02	5.6538487329e-02	1.0651507041e+00
4.5911477869e+00	1.1929376756e-02	5.6313043374e-02	1.0587492895e+00
4.5926481620e+00	1.1851314051e-02	5.6088397533e-02	1.0522739510e+00
4.5941485371e+00	1.1773666555e-02	5.5864388958e-02	1.0457409858e+00
4.5956489122e+00	1.1696432814e-02	5.5641016832e-02	1.0391514056e+00
4.5971492873e+00	1.1619767927e-02	5.5418438733e-02	1.0324929600e+00
4.5986496624e+00	1.1543559049e-02	5.5196652612e-02	1.0257682020e+00
4.6001500375e+00	1.1467756713e-02	5.4975498841e-02	1.0189919338e+00
4.6016504126e+00	1.1392359486e-02	5.4754976598e-02	1.0121651842e+00
4.6031507877e+00	1.1317519413e-02	5.4535242222e-02	1.0052772659e+00
4.6046511628e+00	1.1243125596e-02	5.4316293653e-02	9.9833076566e-01
4.6061515379e+00	1.1169129797e-02	5.4097972491e-02	9.9133895653e-01
4.6076519130e+00	1.1095530608e-02	5.3880277911e-02	9.8430287728e-01
4.6091522881e+00	1.1022477064e-02	5.3663365006e-02	9.7721341025e-01
4.6106526632e+00	1.0949860192e-02	5.3447231706e-02	9.7007315891e-01
4.6121530383e+00	1.0877632958e-02	5.3231720847e-02	9.6289384323e-01
4.6136534134e+00	1.0805793979e-02	5.3016831596e-02	9.5567650530e-01
4.6151537884e+00	1.0734489327e-02	5.2802717800e-02	9.4841359338e-01
4.6166541635e+00	1.0663611931e-02	5.2589377378e-02	9.4110771067e-01
4.6181545386e+00	1.0593115937e-02	5.2376654404e-02	9.3376901098e-01
4.6196549137e+00	1.0522999984e-02	5.2164548046e-02	9.2639853295e-01
4.6211552888e+00	1.0453407229e-02	5.1953210893e-02	9.1899027740e-01
4.6226556639e+00	1.0384232479e-02	5.1742640854e-02	9.1154683084e-01
4.6241560390e+00	1.0315431036e-02	5.1532683253e-02	9.0407677793e-01
4.6256564141e+00	1.0247001563e-02	5.1323337251e-02	8.9658114747e-01
4.6271567892e+00	1.0179084343e-02	5.1114754177e-02	8.8905547003e-01
4.6286571643e+00	1.0111576045e-02	5.0906931934e-02	8.8150229969e-01
4.6301575394e+00	1.0044433097e-02	5.0699717097e-02	8.7392865898e-01
4.6316579145e+00	9.9776541860e-03	5.0493108823e-02	8.6633556069e-01
4.6331582896e+00	9.9113767713e-03	5.0287257178e-02	8.5872003351e-01
4.6346586647e+00	9.8454993544e-03	5.0082160056e-02	8.5108458409e-01
4.6361590398e+00	9.7799794709e-03	4.9877665289e-02	8.4343468949e-01
4.6376594149e+00	9.7148158309e-03	4.9673772032e-02	8.3577134068e-01
4.6391597899e+00	9.6501431117e-03	4.9470629082e-02	8.2809302447e-01
4.6406601650e+00	9.5858616280e-03	4.9268234325e-02	8.2040218599e-01
4.6421605401e+00	9.5219299976e-03	4.9066436855e-02	8.1270278271e-01
4.6436609152e+00	9.4583469531e-03	4.8865235826e-02	8.0499577828e-01
4.6451612903e+00	9.3952444360e-03	4.8664778761e-02	7.9728107001e-01
4.6466616654e+00	9.3325245508e-03	4.8465063540e-02	7.8956102837e-01
4.6481620405e+00	9.2701469742e-03	4.8265940523e-02	7.8183812574e-01
4.6496624156e+00	9.2081104611e-03	4.8067408862e-02	7.7411329348e-01
4.6511627907e+00	9.1465442614e-03	4.7869614803e-02	7.6638778464e-01
4.6526631658e+00	9.0853522471e-03	4.7672556222e-02	7.5866388297e-01
4.6541635409e+00	9.0244951305e-03	4.7476084749e-02	7.5094261846e-01
4.6556639160e+00	8.9639716889e-03	4.7280199531e-02	7.4322488555e-01
4.6571642911e+00	8.9039085242e-03	4.7085045538e-02	7.3551323199e-01
4.6586646662e+00	8.8442112534e-03	4.6890620640e-02	7.2780984392e-01
4.6601650413e+00	8.7848416021e-03	4.6696777741e-02	7.2011435905e-01
4.6616654164e+00	8.7257983692e-03	4.6503515986e-02	7.1242763078e-01
4.6631657914e+00	8.6672055526e-03	4.6310979063e-02	7.0475343494e-01
4.6646661665e+00	8.6089704915e-03	4.6119164838e-02	6.9709385030e-01
4.6661665416e+00	8.5510559025e-03	4.5927927490e-02	6.8944717928e-01
4.6676669167e+00	8.4934606062e-03	4.5737266165e-02	6.8181423057e-01
4.6691672918e+00	8.4363060392e-03	4.5547323267e-02	6.7419993659e-01
4.6706676669e+00	8.3795012408e-03	4.5358096656e-02	6.6660626033e-01
4.6721680420e+00	8.3230098964e-03	4.5169441793e-02	6.5903023186e-01
4.6736684171e+00	8.2668308481e-03	4.4981357822e-02	6.5147261209e-01
4.6751687922e+00	8.2110830140e-03	4.4793985859e-02	6.4393941445e-01
4.6766691673e+00	8.1556771109e-03	4.4607323765e-02	6.3643247894e-01
4.6781695424e+00	8.1005777716e-03	4.4421228279e-02	6.2894763169e-01
4.6796699175e+00	8.0457838595e-03	4.4235698545e-02	6.2148558315e-01
4.6811702926e+00	7.9914118162e-03	4.4050874393e-02	6.1405334896e-01
4.6826706677e+00	7.9373740140e-03	4.3866753680e-02	6.0665264020e-01
4.6841710428e+00	7.8836360116e-03	4.3683194430e-02	5.9927815199e-01
4.6856714179e+00	7.8301966935e-03	4.3500195786e-02	5.9193054222e-01
4.6871717929e+00	7.7771700670e-03	4.3317896289e-02	5.8461774736e-01
4.6886721680e+00	7.7244701369e-03	4.3136293794e-02	5.7734134495e-01
4.6901725431e+00	7.6720633677e-03	4.2955247612e-02	5.7009497582e-01
4.6916729182e+00	7.6199486642e-03	4.2774756883e-02	5.6287924372e-01
4.6931732933e+00	7.5682376411e-03	4.2594958861e-02	5.5570292282e-01
4.6946736684e+00	7.5168459135e-03	4.2415851397e-02	5.4856745374e-01
4.6961740435e+00	7.4657408308e-03	4.2237295092e-02	5.4146550278e-01
4.6976744186e+00	7.4149213185e-03	4.2059289084e-02	5.3439761844e-01
4.6991747937e+00	7.3644966390e-03	4.1881969337e-02	5.2737332845e-01
4.7006751688e+00	7.3143839961e-03	4.1705333702e-02	5.2039393437e-01
4.7021755439e+00	7.2645516038e-03	4.1529244066e-02	5.1345120998e-01
4.7036759190e+00	7.2149984078e-03	4.1353699570e-02	5.0654564794e-01
4.7051762941e+00	7.1658313592e-03	4.1178834886e-02	4.9968744503e-01
4.7066766692e+00	7.1169692279e-03	4.1004647865e-02	4.9287776283e-01
4.7081770443e+00	7.0683810731e-03	4.0831001683e-02	4.8610756614e-01
4.7096774194e+00	7.0200658602e-03	4.0657895480e-02	4.7937729159e-01
4.7111777944e+00	6.9721282694e-03	4.0485462639e-02	4.7269772094e-01
4.7126781695e+00	6.9244886145e-03	4.0313701010e-02	4.6606987597e-01
4.7141785446e+00	6.8771167805e-03	4.0142475061e-02	4.5948399678e-01
4.7156789197e+00	6.8300117523e-03	3.9971783930e-02	4.5294046431e-01
4.7171792948e+00	6.7832759788e-03	3.9801759711e-02	4.4645056215e-01
4.7186796699e+00	6.7368312958e-03	3.9632400254e-02	4.4001517355e-01
4.7201800450e+00	6.6906483950e-03	3.9463571317e-02	4.3362389832e-01
4.7216804201e+00	6.6447262807e-03	3.9295272039e-02	4.2727706240e-01
4.7231807952e+00	6.5991652096e-03	3.9127633224e-02	4.2098636968e-01
4.7246811703e+00	6.5538885177e-03	3.8960652723e-02	4.1475256718e-01
4.7261815454e+00	6.5088676848e-03	3.8794197584e-02	4.0856469820e-01
4.7276819205e+00	6.4641017340e-03	3.8628266947e-02	4.0242303479e-01
4.7291822956e+00	6.4196887689e-03	3.8462990327e-02	3.9633962175e-01
4.7306826707e+00	6.3755536040e-03	3.8298365577e-02	3.9031507306e-01
4.7321830458e+00	6.3316684885e-03	3.8134261033e-02	3.8433795813e-01
4.7336834209e+00	6.2880324645e-03	3.7970675838e-02	3.7840849655e-01
4.7351837959e+00	6.2447415205e-03	3.7807738219e-02	3.7253899727e-01
4.7366841710e+00	6.2017219279e-03	3.7645446030e-02	3.6672994527e-01
4.7381845461e+00	6.1589466875e-03	3.7483668897e-02	3.6096951689e-01
4.7396849212e+00	6.1164148598e-03	3.7322405963e-02	3.5525788107e-01
4.7411852963e+00	6.0742203564e-03	3.7161784169e-02	3.4960753716e-01
4.7426856714e+00	6.0322908840e-03	3.7001801372e-02	3.4401884596e-01
4.7441860465e+00	5.9906001772e-03	3.6842328486e-02	3.3847966927e-01
4.7456864216e+00	5.9491473148e-03	3.6683364655e-02	3.3299012743e-01
4.7471867967e+00	5.9080241689e-03	3.6525035536e-02	3.2756283990e-01
4.7486871718e+00	5.8671598600e-03	3.6367338988e-02	3.2219804879e-01
4.7501875469e+00	5.8265288392e-03	3.6210147213e-02	3.1688337711e-01
4.7516879220e+00	5.7861302035e-03	3.6053459355e-02	3.1161889891e-01
4.7531882971e+00	5.7460538222e-03	3.5897399790e-02	3.0641728727e-01
4.7546886722e+00	5.7062302087e-03	3.5741966378e-02	3.0127867163e-01
4.7561890473e+00	5.6666345132e-03	3.5587032609e-02	2.9619050878e-01
4.7576894224e+00	5.6272658507e-03	3.5432597627e-02	2.9115282900e-01
4.7591897974e+00	5.5882121245e-03	3.5278784527e-02	2.8617829649e-01
4.7606901725e+00	5.5494052195e-03	3.5125591176e-02	2.8126693459e-01
4.7621905476e+00	5.5108209686e-03	3.4972892345e-02	2.7640610287e-01
4.7636909227e+00	5.4724585042e-03	3.4820687179e-02	2.7159579050e-01
4.7651912978e+00	5.4344037999e-03	3.4669097497e-02	2.6684859463e-01
4.7666916729e+00	5.3965900910e-03	3.4518121170e-02	2.6216443940e-01
4.7681920480e+00	5.3589938767e-03	3.4367634248e-02	2.5753065227e-01
4.7696924231e+00	5.3216143067e-03	3.4217635882e-02	2.5294718419e-01
4.7711927982e+00	5.2845354603e-03	3.4068246613e-02	2.4842651141e-01
4.7726931733e+00	5.2476919026e-03	3.3919464317e-02	2.4396846609e-01
4.7741935484e+00	5.2110607830e-03	3.3771166325e-02	2.3956040464e-01
4.7756939235e+00	5.1746412679e-03	3.3623351787e-02	2.3520224268e-01
4.7771942986e+00	5.1385155780e-03	3.3476139975e-02	2.3090628631e-01
4.7786946737e+00	5.1026195871e-03	3.3329528769e-02	2.2667228316e-01
4.7801950488e+00	5.0669310790e-03	3.3183396775e-02	2.2248767527e-01
4.7816954239e+00	5.0314492370e-03	3.3037743146e-02	2.1835234595e-01
4.7831957989e+00	4.9962544574e-03	3.2892685886e-02	2.1427838644e-01
4.7846961740e+00	4.9612839025e-03	3.2748222880e-02	2.1026546742e-01
4.7861965491e+00	4.9265159750e-03	3.2604234008e-02	2.0630116879e-01
4.7876969242e+00	4.8919498746e-03	3.2460718425e-02	2.0238534462e-01
4.7891972993e+00	4.8576642078e-03	3.2317792870e-02	1.9852983119e-01
4.7906976744e+00	4.8235974047e-03	3.2175455233e-02	1.9473422981e-01
4.7921980495e+00	4.7897284720e-03	3.2033586665e-02	1.9098630599e-01
4.7936984246e+00	4.7560566256e-03	3.1892186324e-02	1.8728588757e-01
4.7951987997e+00	4.7226587156e-03	3.1751369688e-02	1.8364452035e-01
4.7966991748e+00	4.6894744202e-03	3.1611134651e-02	1.8006174389e-01
4.7981995499e+00	4.6564833348e-03	3.1471363633e-02	1.7652555239e-01
4.7996999250e+00	4.6236846914e-03	3.1332055795e-02	1.7303575048e-01
4.8012003001e+00	4.5911536174e-03	3.1193325355e-02	1.6960356248e-01
4.8027006752e+00	4.5588310184e-03	3.1055170216e-02	1.6622847364e-01
4.8042010503e+00	4.5266970645e-03	3.0917474061e-02	1.6289874543e-01
4.8057014254e+00	4.4947510032e-03	3.0780236052e-02	1.5961416225e-01
4.8072018005e+00	4.4630662721e-03	3.0643569156e-02	1.5638560023e-01
4.8087021755e+00	4.4315849848e-03	3.0507471283e-02	1.5321249773e-01
4.8102025506e+00	4.4002878712e-03	3.0371827374e-02	1.5008341741e-01
4.8117029257e+00	4.3691741945e-03	3.0236636596e-02	1.4699812635e-01
4.8132033008e+00	4.3383157348e-03	3.0102010665e-02	1.4396713015e-01
4.8147036759e+00	4.3076557936e-03	2.9967947498e-02	1.4098982734e-01
4.8162040510e+00	4.2771756473e-03	2.9834333295e-02	1.3805511135e-01
4.8177044261e+00	4.2468745742e-03	2.9701167222e-02	1.3516273472e-01
4.8192048012e+00	4.2168227288e-03	2.9568559754e-02	1.3232281418e-01
4.8207051763e+00	4.1869645815e-03	2.9436508814e-02	1.2953471537e-01
4.8222055514e+00	4.1572819407e-03	2.9304901852e-02	1.2678768761e-01
4.8237059265e+00	4.1277741001e-03	2.9173738040e-02	1.2408147162e-01
4.8252063016e+00	4.0985096201e-03	2.9043126612e-02	1.2142578085e-01
4.8267066767e+00	4.0694341202e-03	2.8913065500e-02	1.1881995459e-01
4.8282070518e+00	4.0405299281e-03	2.8783443400e-02	1.1625361907e-01
4.8297074269e+00	4.0117963521e-03	2.8654259487e-02	1.1372650573e-01
4.8312078020e+00	3.9833003898e-03	2.8525621762e-02	1.1124791401e-01
4.8327081770e+00	3.9549887907e-03	2.8397528162e-02	1.0881716307e-01
4.8342085521e+00	3.9268443885e-03	2.8269868630e-02	1.0642427305e-01
4.8357089272e+00	3.8988665060e-03	2.8142642342e-02	1.0406896850e-01
4.8372093023e+00	3.8711206085e-03	2.8015956068e-02	1.0176012758e-01
4.8387096774e+00	3.8435545567e-03	2.7889807757e-02	9.9497055209e-02
4.8402100525e+00	3.8161516772e-03	2.7764088587e-02	9.7270178527e-02
4.8417104276e+00	3.7889113072e-03	2.7638797738e-02	9.5079217516e-02
4.8432108027e+00	3.7618974100e-03	2.7514040757e-02	9.2932624960e-02
4.8447111778e+00	3.7350589384e-03	2.7389815600e-02	9.0829697015e-02
4.8462115529e+00	3.7083796996e-03	2.7266014680e-02	8.8761277382e-02
4.8477119280e+00	3.6818590448e-03	2.7142637179e-02	8.6727083566e-02
4.8492123031e+00	3.6555594651e-03	2.7019787426e-02	8.4735141883e-02
4.8507126782e+00	3.6294309868e-03	2.6897463386e-02	8.2784744780e-02
4.8522130533e+00	3.6034578855e-03	2.6775558698e-02	8.0867158706e-02
4.8537134284e+00	3.5776395259e-03	2.6654072551e-02	7.8982100631e-02
4.8552138035e+00	3.5520369563e-03	2.6533108058e-02	7.7137172001e-02
4.8567141785e+00	3.5266012582e-03	2.6412663195e-02	7.5331666213e-02
4.8582145536e+00	3.5013171632e-03	2.6292632824e-02	7.3557275504e-02
4.8597149287e+00	3.4761840499e-03	2.6173016135e-02	7.1813718092e-02
4.8612153038e+00	3.4512615521e-03	2.6053915036e-02	7.0108174604e-02
4.8627156789e+00	3.4265017883e-03	2.5935327512e-02	6.8439943617e-02
4.8642160540e+00	3.4018899347e-03	2.5817149641e-02	6.6801143331e-02
4.8657164291e+00	3.3774253831e-03	2.5699380619e-02	6.5191494812e-02
4.8672168042e+00	3.3531663816e-03	2.5582121151e-02	6.3617764127e-02
4.8687171793e+00	3.3290660675e-03	2.5465369233e-02	6.2079258833e-02
4.8702175544e+00	3.3051100501e-03	2.5349022153e-02	6.0568520645e-02
4.8717179295e+00	3.2812977341e-03	2.5233079111e-02	5.9085274918e-02
4.8732183046e+00	3.2576860098e-03	2.5117639619e-02	5.7635881355e-02
4.8747186797e+00	3.2342290157e-03	2.5002701680e-02	5.6219659876e-02
4.8762190548e+00	3.2109127826e-03	2.4888163790e-02	5.4829570899e-02
4.8777194299e+00	3.1877367281e-03	2.4774025152e-02	5.3465345339e-02
4.8792198050e+00	3.1647564124e-03	2.4660384088e-02	5.2132946429e-02
4.8807201800e+00	3.1419269573e-03	2.4547238613e-02	5.0831709430e-02
4.8822205551e+00	3.1192348041e-03	2.4434488422e-02	4.9555006537e-02
4.8837209302e+00	3.0966793833e-03	2.4322132721e-02	4.8302575332e-02
4.8852213053e+00	3.0743149517e-03	2.4210268652e-02	4.7079993939e-02
4.8867216804e+00	3.0520975971e-03	2.4098894239e-02	4.5886615529e-02
4.8882220555e+00	3.0300141608e-03	2.3987910370e-02	4.4716215292e-02
4.8897224306e+00	3.0080640856e-03	2.3877316256e-02	4.3568538428e-02
4.8912228057e+00	2.9863003518e-03	2.3767207862e-02	4.2448790541e-02
4.8927231808e+00	2.9646799959e-03	2.3657583224e-02	4.1356344900e-02
4.8942235559e+00	2.9431902487e-03	2.3548344416e-02	4.0285369291e-02
4.8957239310e+00	2.9218305649e-03	2.3439490655e-02	3.9235617332e-02
4.8972243061e+00	2.9006526748e-03	2.3331116735e-02	3.8211935710e-02
4.8987246812e+00	2.8796145465e-03	2.3223220704e-02	3.7213719614e-02
4.9002250563e+00	2.8587037897e-03	2.3115705816e-02	3.6235517640e-02
4.9017254314e+00	2.8379198713e-03	2.3008571291e-02	3.5277092485e-02
4.9032258065e+00	2.8173132969e-03	2.2901910764e-02	3.4342946331e-02
4.9047261815e+00	2.7968429497e-03	2.2795722292e-02	3.3432497759e-02
4.9062265566e+00	2.7764968082e-03	2.2689910304e-02	3.2540663239e-02
4.9077269317e+00	2.7562743511e-03	2.2584474024e-02	3.1667215067e-02
4.9092273068e+00	2.7362248849e-03	2.2479505930e-02	3.0816325952e-02
4.9107276819e+00	2.7163081911e-03	2.2375004094e-02	2.9987439012e-02
4.9122280570e+00	2.6965126073e-03	2.2270874108e-02	2.9175824709e-02
4.9137284321e+00	2.6768376237e-03	2.2167115204e-02	2.8381265336e-02
4.9152288072e+00	2.6573313728e-03	2.2063818710e-02	2.7607619597e-02
4.9167291823e+00	2.6379545178e-03	2.1960982710e-02	2.6854355989e-02
4.9182295574e+00	2.6186957458e-03	2.1858513956e-02	2.6117084345e-02
4.9197299325e+00	2.5995545585e-03	2.1756411685e-02	2.5395597233e-02
4.9212303076e+00	2.5805779387e-03	2.1654766085e-02	2.4693455098e-02
4.9227306827e+00	2.5617274152e-03	2.1553575250e-02	2.4010152380e-02
4.9242310578e+00	2.5429920154e-03	2.1452747086e-02	2.3341623099e-02
4.9257314329e+00	2.5243712518e-03	2.1352280835e-02	2.2687670275e-02
4.9272318080e+00	2.5059109820e-03	2.1252265550e-02	2.2051571963e-02
4.9287321830e+00	2.4875735846e-03	2.1152699339e-02	2.1432848858e-02
4.9302325581e+00	2.4693484174e-03	2.1053491254e-02	2.0827743601e-02
4.9317329332e+00	2.4512350044e-03	2.0954640539e-02	2.0236069738e-02
4.9332333083e+00	2.4332781012e-03	2.0856235124e-02	1.9660838805e-02
4.9347336834e+00	2.4154409202e-03	2.0758273128e-02	1.9101597824e-02
4.9362340585e+00	2.3977131414e-03	2.0660664741e-02	1.8554882272e-02
4.9377344336e+00	2.3800942991e-03	2.0563409214e-02	1.8020516206e-02
4.9392348087e+00	2.3626280711e-03	2.0466593356e-02	1.7501260385e-02
4.9407351838e+00	2.3452784876e-03	2.0370215299e-02	1.6996688027e-02
4.9422355589e+00	2.3280355420e-03	2.0274186365e-02	1.6503611573e-02
4.9437359340e+00	2.3108987791e-03	2.0178505809e-02	1.6021865506e-02
4.9452363091e+00	2.2939108211e-03	2.0083259331e-02	1.5553975312e-02
4.9467366842e+00	2.2770365014e-03	1.9988445075e-02	1.5099540094e-02
4.9482370593e+00	2.2602661178e-03	1.9893975485e-02	1.4655633436e-02
4.9497374344e+00	2.2435992254e-03	1.9799849822e-02	1.4222100084e-02
4.9512378095e+00	2.2270774137e-03	1.9706152683e-02	1.3801245442e-02
4.9527381845e+00	2.2106663037e-03	1.9612882225e-02	1.3392694022e-02
4.9542385596e+00	2.1943564893e-03	1.9519952008e-02	1.2993764888e-02
4.9557389347e+00	2.1781475360e-03	1.9427361299e-02	1.2604312835e-02
4.9572393098e+00	2.1620800226e-03	1.9335193597e-02	1.2226437970e-02
4.9587396849e+00	2.1461203426e-03	1.9243447075e-02	1.1859789600e-02
4.9602400600e+00	2.1302593781e-03	1.9152036400e-02	1.1501916874e-02
4.9617404351e+00	2.1144967045e-03	1.9060960844e-02	1.1152684363e-02
4.9632408102e+00	2.0988719118e-03	1.8970302820e-02	1.0814001199e-02
4.9647411853e+00	2.0833521513e-03	1.8880060511e-02	1.0485540756e-02
4.9662415604e+00	2.0679285852e-03	1.8790149688e-02	1.0165067217e-02
4.9677419355e+00	2.0526007988e-03	1.8700569627e-02	9.8524546181e-03
4.9692423106e+00	2.0374074145e-03	1.8611401661e-02	9.5494349170e-03
4.9707426857e+00	2.0223163269e-03	1.8522643989e-02	9.2557047253e-03
4.9722430608e+00	2.0073189708e-03	1.8434213471e-02	8.9692286376e-03
4.9737434359e+00	1.9924149407e-03	1.8346109389e-02	8.6898898074e-03
4.9752438110e+00	1.9776419128e-03	1.8258412008e-02	8.4192562538e-03
4.9767441860e+00	1.9629685105e-03	1.8171119536e-02	8.1570469235e-03
4.9782445611e+00	1.9483864334e-03	1.8084149920e-02	7.9014126796e-03
4.9797449362e+00	1.9338952855e-03	1.7997502449e-02	7.6522454185e-03
4.9812453113e+00	1.9195318170e-03	1.7911256321e-02	7.4109618633e-03
4.9827456864e+00	1.9052653662e-03	1.7825409761e-02	7.1773023295e-03
4.9842460615e+00	1.8910878900e-03	1.7739881792e-02	6.9495903423e-03
4.9857464366e+00	1.8769990016e-03	1.7654671706e-02	6.7277261453e-03
4.9872468117e+00	1.8630345458e-03	1.7569857649e-02	6.5129871878e-03
4.9887471868e+00	1.8491645614e-03	1.7485437859e-02	6.3051341435e-03
4.9902475619e+00	1.8353812557e-03	1.7401332427e-02	6.1026501678e-03
4.9917479370e+00	1.8216842509e-03	1.7317540651e-02	5.9054434401e-03
4.9932483121e+00	1.8081085061e-03	1.7234139629e-02	5.7146635244e-03
4.9947486872e+00	1.7946247472e-03	1.7151127615e-02	5.5300904114e-03
4.9962490623e+00	1.7812254245e-03	1.7068425759e-02	5.3503544579e-03
4.9977494374e+00	1.7679101692e-03	1.6986033365e-02	5.1753713591e-03
4.9992498125e+00	1.7547130741e-03	1.6904026493e-02	5.0061735398e-03
5.0007501875e+00	1.7416055386e-03	1.6822403410e-02	4.8425592495e-03
5.0022505626e+00	1.7285802495e-03	1.6741086319e-02	4.6832942419e-03
5.0037509377e+00	1.7156368465e-03	1.6660074529e-02	4.5283013029e-03
5.0052513128e+00	1.7028085754e-03	1.6579443072e-02	4.3785058226e-03
5.0067516879e+00	1.6900674959e-03	1.6499190226e-02	4.2337232445e-03
5.0082520630e+00	1.6774065242e-03	1.6419239240e-02	4.0928435519e-03
5.0097524381e+00	1.6648253084e-03	1.6339589429e-02	3.9557961960e-03
5.0112528132e+00	1.6523562666e-03	1.6260314801e-02	3.8234089987e-03
5.0127531883e+00	1.6399721050e-03	1.6181413651e-02	3.6955135385e-03
5.0142535634e+00	1.6276659632e-03	1.6102810262e-02	3.5711135017e-03
5.0157539385e+00	1.6154374974e-03	1.6024503954e-02	3.4501445834e-03
5.0172543136e+00	1.6033183161e-03	1.5946567724e-02	3.3333458774e-03
5.0187546887e+00	1.5912817596e-03	1.5868999881e-02	3.2205640502e-03
5.0202550638e+00	1.5793211840e-03	1.5791725733e-02	3.1109066063e-03
5.0217554389e+00	1.5674362538e-03	1.5714744608e-02	3.0043150699e-03
5.0232558140e+00	1.5556577860e-03	1.5638128498e-02	2.9014480336e-03
5.0247561890e+00	1.5439597420e-03	1.5561875725e-02	2.8021662271e-03
5.0262565641e+00	1.5323356886e-03	1.5485912618e-02	2.7056717211e-03
5.0277569392e+00	1.5207852981e-03	1.5410238508e-02	2.6119114642e-03
5.0292573143e+00	1.5093386139e-03	1.5334924394e-02	2.5214711806e-03
5.0307576894e+00	1.4979702060e-03	1.5259968611e-02	2.4342246655e-03
5.0322580645e+00	1.4866738456e-03	1.5185298498e-02	2.3494599261e-03
5.0337584396e+00	1.4754492129e-03	1.5110913392e-02	2.2671289427e-03
5.0352588147e+00	1.4643255949e-03	1.5036883304e-02	2.1877516303e-03
5.0367591898e+00	1.4532781581e-03	1.4963206585e-02	2.1112138854e-03
5.0382595649e+00	1.4423008722e-03	1.4889811575e-02	2.0368816278e-03
5.0397599400e+00	1.4313934249e-03	1.4816697617e-02	1.9647114913e-03
5.0412603151e+00	1.4205843643e-03	1.4743933743e-02	1.8951640908e-03
